method,target_prune_rate,base_accuracy,pruned_accuracy,parameter_reduction_pct,mac_reduction_pct,params_before,params_after,macs_before,macs_after,pruning_time_sec,layer_names,layer_sensitivities,layer_pruning_rates,retained_channels,status,seed,dataset,architecture,baseline_training_accuracy,final_accuracy,accuracy_change,recovery_efficiency_eta,baseline_latency_ms,pruned_latency_ms,speedup,error
E-HRAP,0.1,95.12523048555624,95.11370620774431,17.95498486080195,17.05458082951826,9228362,7571411,152769536,126715332,8.071646213531494,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.1737347443898519, 0.06520370269815128, 0.060416183123985924, 0.05868849282463392, 0.02631308262546857, 0.027714126432935398, 0.014768545205394426, 0.013415935759743055]","{""features.conv1"": 0.07237637898207902, ""features.conv2"": 0.0896326875857531, ""features.conv3"": 0.09039389759470712, ""features.conv4"": 0.09066859833020621, ""features.conv5"": 0.09581625065952185, ""features.conv6"": 0.09559348633392371, ""features.conv7"": 0.09765181859752586, ""features.conv8"": 0.09786688191628316}","[60, 117, 233, 233, 463, 464, 463, 462]",ok,42,SVHN,VGG11BN,95.12523048555624,95.75906576521204,0.6338352796557984,3.5943196971256226,1.1942299988731975,1.3643854999827454,0.8752878119038207,
E-HRAP,0.2,95.12523048555624,95.19821757836509,34.133923224945015,32.67221417757006,9228362,6078360,152769536,102856346,8.303222417831421,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.1316339522600174, 0.05414670457442602, 0.060407561560471855, 0.04009002633392811, 0.021270425369342167, 0.02939085786541303, 0.017433542758226395, 0.012610690047343573]","{""features.conv1"": 0.1497831912840578, ""features.conv2"": 0.17934366734775556, ""features.conv3"": 0.17695522384766907, ""features.conv4"": 0.1847061252111364, ""features.conv5"": 0.1918855822244926, ""features.conv6"": 0.18878773248022285, ""features.conv7"": 0.19334930793385466, ""features.conv8"": 0.19518916967081115}","[55, 106, 211, 209, 414, 416, 414, 413]",ok,42,SVHN,VGG11BN,95.12523048555624,95.8397357098955,0.7145052243392627,1.8794151709511018,1.1942299988731975,1.390921001075185,0.8585893792314985,
E-HRAP,0.3,95.12523048555624,95.20590043023971,48.663294742880694,46.868560234417416,9228362,4737537,152769536,81168654,8.133211135864258,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.1277866487701734, 0.03575687545041243, 0.06323291237155597, 0.033502926429112755, 0.0204344658801953, 0.027803625911474228, 0.015812907988826435, 0.014127449132502079]","{""features.conv1"": 0.22071331996039342, ""features.conv2"": 0.2778142398260104, ""features.conv3"": 0.2607664201274035, ""features.conv4"": 0.27921272813912656, ""features.conv5"": 0.28732120316468096, ""features.conv6"": 0.28274892398541, ""features.conv7"": 0.29018870133717395, ""features.conv8"": 0.29123446345980114}","[50, 93, 190, 185, 365, 368, 364, 363]",ok,42,SVHN,VGG11BN,95.12523048555624,95.8397357098955,0.7145052243392627,1.3024915041300749,1.1942299988731975,1.3171934988349676,0.9066473528220956,
E-HRAP,0.4,95.12523048555624,94.80639213275968,61.45674606176047,59.17038852562857,9228362,3556911,152769536,62375208,7.991123676300049,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.15786298364400864, 0.0529104278733333, 0.06402759874860446, 0.04958193749189377, 0.029414504766464233, 0.029197335243225098, 0.01562297623604536, 0.013799366230765978]","{""features.conv1"": 0.2928229887172571, ""features.conv2"": 0.3640778262626596, ""features.conv3"": 0.3565301091168971, ""features.conv4"": 0.3663376191725068, ""features.conv5"": 0.3800297787583893, ""features.conv6"": 0.38017722041890517, ""features.conv7"": 0.38939318222885877, ""features.conv8"": 0.39063127532452646}","[46, 82, 165, 163, 318, 318, 313, 312]",ok,42,SVHN,VGG11BN,95.12523048555624,95.75906576521204,0.6338352796557984,1.550153064555318,1.1942299988731975,1.324973000009777,0.9013240261230872,
E-HRAP,0.5,95.12523048555624,93.6040258143823,72.36494407133141,69.9768558569164,9228362,2550263,152769536,45866218,8.151233673095703,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.153269795080026, 0.04679127223789692, 0.05947883427143097, 0.05775612220168114, 0.026951865603526432, 0.02852677119274934, 0.012908088974654675, 0.018363244521121185]","{""features.conv1"": 0.3672318769061281, ""features.conv2"": 0.45946762120379736, ""features.conv3"": 0.4484771726490129, ""features.conv4"": 0.44996945133322735, ""features.conv5"": 0.4766532694312657, ""features.conv6"": 0.4752890263393897, ""features.conv7"": 0.48881852262542147, ""features.conv8"": 0.4840930595117576}","[41, 70, 142, 141, 268, 269, 262, 265]",ok,42,SVHN,VGG11BN,95.12523048555624,95.75522433927473,0.6299938537184886,2.9727080598196296,1.1942299988731975,1.2787904997821897,0.9338746253405894,
Uniform-Magnitude,0.1,94.03042409342348,93.88060848186846,10.992951660793723,17.25981055480379,2474058,2202086,41620480,34436864,5.365043640136719,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.1, ""conv2"": 0.1, ""conv3"": 0.1}","[58, 116, 231]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.159803318992,1.1293792255685275,11.636500155693208,0.7458275013050297,0.8458860011160141,0.8817116021792856,
Uniform-Magnitude,0.2,94.03042409342348,93.04317762753534,22.177855167502138,33.6272911797269,2474058,1925365,41620480,27624640,5.395632028579712,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.2, ""conv2"": 0.2, ""conv3"": 0.2}","[52, 103, 205]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.07913337430854,1.0487092808850633,9.180129148631753,0.7458275013050297,0.686581000991282,1.0862920765768465,
Uniform-Magnitude,0.3,94.03042409342348,92.0098340503995,32.73007342592615,48.61606593676959,2474058,1664297,41620480,21386240,5.413038015365601,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.3, ""conv2"": 0.3, ""conv3"": 0.3}","[45, 90, 180]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.79486785494775,0.7644437615242765,8.509097331697909,0.7458275013050297,0.65438549972896,1.1397372063010933,
Uniform-Magnitude,0.4,94.03042409342348,91.20313460356485,43.30965563458901,61.33134456882765,2474058,1402552,41620480,16094080,5.361597299575806,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.4, ""conv2"": 0.4, ""conv3"": 0.4}","[39, 77, 154]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.82175783650891,0.7913337430854313,8.355234369617262,0.7458275013050297,0.6524589989567176,1.1431024822979046,
Uniform-Magnitude,0.5,94.03042409342348,87.99554394591273,53.611030945919616,72.66822487390823,2474058,1147690,41620480,11375616,5.2926857471466064,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5}","[32, 64, 128]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.68730792870313,0.6568838352796575,12.482065471825667,0.7458275013050297,0.6719970006088261,1.1098673068917178,
Adaptive-Magnitude,0.1,94.03042409342348,93.97280270436386,8.183963350899615,13.91960880797146,2474058,2271582,41620480,35827072,6.148923635482788,"[""conv1"", ""conv2"", ""conv3""]","[0.18215509255727133, 0.06014046569665273, 0.14318615943193436]","{""conv1"": 0.06692227959459265, ""conv2"": 0.08907903434684698, ""conv3"": 0.07399868605856037}","[60, 117, 238]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.109864781807,1.079440688383528,13.893782617173581,0.7458275013050297,0.7204675002867589,1.035199368476964,
Adaptive-Magnitude,0.2,94.03042409342348,93.61939151813154,16.931373476288755,27.136794193627754,2474058,2055166,41620480,30326016,5.814927101135254,"[""conv1"", ""conv2"", ""conv3""]","[0.17850434531768164, 0.06553935756285985, 0.13396556427081427]","{""conv1"": 0.13388890030976638, ""conv2"": 0.1757267589550219, ""conv3"": 0.15038434073521173}","[56, 106, 218]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.91011063306699,0.8796865396435152,7.623239288549277,0.7458275013050297,0.7528965015808353,0.990610926918955,
Adaptive-Magnitude,0.3,94.03042409342348,92.57836508912108,24.84695184995663,39.52023619141346,2474058,1859330,41620480,25171968,5.863123893737793,"[""conv1"", ""conv2"", ""conv3""]","[0.1648063858350118, 0.05416936303178469, 0.13121437033017477]","{""conv1"": 0.2011698528081948, ""conv2"": 0.26751602740031516, ""conv3"": 0.22131411979149004}","[52, 94, 200]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.04456054087277,1.0141364474492889,9.92554526061913,0.7458275013050297,0.7027990013739327,1.0612244750589837,
Adaptive-Magnitude,0.4,94.03042409342348,92.45928088506453,31.329136180315903,50.420562184770574,2474058,1698957,41620480,20635200,5.996603488922119,"[""conv1"", ""conv2"", ""conv3""]","[0.1256437748670578, 0.07148021211226781, 0.1464573492606481]","{""conv1"": 0.29760719441930167, ""conv2"": 0.341747536084277, ""conv3"": 0.28064526949642143}","[45, 85, 185]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.92547633681623,0.8950522433927546,7.871891001262947,0.7458275013050297,0.6915870017110137,1.0784290327317068,
Adaptive-Magnitude,0.5,94.03042409342348,90.91886908420406,41.24652696096858,61.715309386148355,2474058,1453595,41620480,15934272,5.902680158615112,"[""conv1"", ""conv2"", ""conv3""]","[0.20587597290674844, 0.04139242383340994, 0.13873055080572763]","{""conv1"": 0.31332438604953416, ""conv2"": 0.46246790714378494, ""conv3"": 0.374207706806681}","[44, 69, 161]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.83328211432084,0.8028580208973608,9.490285167090478,0.7458275013050297,0.5423660004453268,1.3751369014515002,
Adaptive-Correlation,0.1,94.03042409342348,91.99446834665028,8.183963350899615,13.91960880797146,2474058,2271582,41620480,35827072,6.499704837799072,"[""conv1"", ""conv2"", ""conv3""]","[0.22176899015903473, 0.054013144224882126, 0.1681539590160052]","{""conv1"": 0.06503138730567755, ""conv2"": 0.09148318834185062, ""conv3"": 0.07348542435247184}","[60, 117, 238]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.97925629993854,0.9488322065150641,36.47117937008065,0.7458275013050297,0.7192235007096315,1.0369898933629798,
Adaptive-Correlation,0.2,94.03042409342348,88.99047326367548,16.931373476288755,27.136794193627754,2474058,2055166,41620480,30326016,6.44227933883667,"[""conv1"", ""conv2"", ""conv3""]","[0.19332043826580048, 0.08331061775485675, 0.15073242038488388]","{""conv1"": 0.1366701581874788, ""conv2"": 0.17270827497057326, ""conv3"": 0.15062156684194802}","[56, 106, 218]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.98309772587585,0.9526736324523739,35.393610982550435,0.7458275013050297,0.7171225006459281,1.0400280295671191,
Adaptive-Correlation,0.3,94.03042409342348,77.29333128457283,24.05941978724832,39.24560216508796,2474058,1878814,41620480,25286272,6.604453086853027,"[""conv1"", ""conv2"", ""conv3""]","[0.12805470079183578, 0.0602536511917909, 0.1368135636051496]","{""conv1"": 0.21728798989884565, ""conv2"": 0.26108147084652295, ""conv3"": 0.21163053925463138}","[51, 95, 202]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.94468346650277,0.9142593730792896,73.36566026120585,0.7458275013050297,0.7189794996520504,1.0373418180434524,
Adaptive-Correlation,0.4,94.03042409342348,51.99370006146282,34.65504850735108,51.06409152417272,2474058,1616672,41620480,20367360,6.518228054046631,"[""conv1"", ""conv2"", ""conv3""]","[0.1653376892209053, 0.054543321331342064, 0.09980249653259914]","{""conv1"": 0.25518629533313225, ""conv2"": 0.352227344750937, ""conv3"": 0.31258635991593087}","[48, 83, 176]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.88706207744315,0.8566379840196703,123.77233293117949,0.7458275013050297,1.1870690013893181,0.6282933009219602,
Adaptive-Correlation,0.5,94.03042409342348,38.35663798401967,41.04992688126148,60.78115389346783,2474058,1458459,41620480,16323072,6.5632922649383545,"[""conv1"", ""conv2"", ""conv3""]","[0.17702925701936087, 0.05847249925136566, 0.1331638569633166]","{""conv1"": 0.33193376943066955, ""conv2"": 0.44448797500138487, ""conv3"": 0.3735782555679456}","[43, 72, 161]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.7180393362016,0.6876152427781221,137.29963884030656,0.7458275013050297,0.6810960021539358,1.0950401983661384,
E-HRAP,0.1,94.03042409342348,93.91133988936693,8.183963350899615,13.91960880797146,2474058,2271582,41620480,35827072,6.4700963497161865,"[""conv1"", ""conv2"", ""conv3""]","[0.2094982067743937, 0.06740675121545792, 0.16699817031621933]","{""conv1"": 0.06696379561421757, ""conv2"": 0.08937049035205567, ""conv3"": 0.07366571403372678}","[60, 117, 238]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.19821757836509,1.1677934849416118,15.724382353895821,0.7458275013050297,0.5728220003220486,1.3020231431155143,
E-HRAP,0.2,94.03042409342348,93.21988322065151,17.201739005310305,26.69285890023373,2474058,2048477,41620480,30510784,6.4120893478393555,"[""conv1"", ""conv2"", ""conv3""]","[0.1501819590727488, 0.07372227435310681, 0.10737976431846619]","{""conv1"": 0.1365333840048264, ""conv2"": 0.16884510426187088, ""conv3"": 0.15462151173330277}","[56, 107, 217]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.07529194837123,1.0448678549477535,10.78616950964633,0.7458275013050297,0.740344501537038,1.0074060113320331,
E-HRAP,0.3,94.03042409342348,91.53733866011063,24.243651523125166,40.36935662443105,2474058,1874256,41620480,24818560,6.590825796127319,"[""conv1"", ""conv2"", ""conv3""]","[0.16673984130223593, 0.045255862176418304, 0.15120596686999002]","{""conv1"": 0.20359249548643973, ""conv2"": 0.2738334599399693, ""conv3"": 0.21257404457359091}","[51, 93, 202]",ok,42,SVHN,SimpleCNN,94.03042409342348,95.14827904118009,1.1178549477566122,14.89437503927618,0.7458275013050297,0.6546575004904298,1.1392636619091676,
E-HRAP,0.4,94.03042409342348,91.19545175169023,30.604900936033026,50.145928158445074,2474058,1716875,41620480,20749504,6.6677587032318115,"[""conv1"", ""conv2"", ""conv3""]","[0.12715119620164236, 0.07511693239212036, 0.16887246072292328]","{""conv1"": 0.30407318422916774, ""conv2"": 0.34332945068466514, ""conv3"": 0.2725973650861672}","[45, 85, 187]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.85248924400737,0.8220651505838958,11.949189118307158,0.7458275013050297,0.6952054991415935,1.072815882823053,
E-HRAP,0.5,94.03042409342348,90.5577750460971,42.094728579524,60.67412965924468,2474058,1432610,41620480,16367616,6.590333461761475,"[""conv1"", ""conv2"", ""conv3""]","[0.18144402901331583, 0.0651249811053276, 0.12052790820598602]","{""conv1"": 0.327006419872744, ""conv2"": 0.4379081047836315, ""conv3"": 0.3850854753436245}","[44, 72, 158]",ok,42,SVHN,SimpleCNN,94.03042409342348,94.89474492931777,0.86432083589429,10.302881214752098,0.7458275013050297,0.6704549996356945,1.1124199263340424,
Uniform-Magnitude,0.1,92.01,84.6,9.068798542173367,8.188305759929742,272186,247502,40518272,37200512,2.11926007270813,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.1, ""block2.conv1"": 0.1, ""block3.conv1"": 0.1, ""block4.conv1"": 0.1, ""block5.conv1"": 0.1, ""block6.conv1"": 0.1, ""block7.conv1"": 0.1, ""block8.conv1"": 0.1, ""block9.conv1"": 0.1}","[15, 15, 15, 29, 29, 29, 58, 58, 58]",ok,42,FashionMNIST,ResNet20,92.01,92.35,0.3399999999999892,85.45784718846217,2.492027499101823,2.6806000005308306,0.9296528757025797,
Uniform-Magnitude,0.2,92.01,50.22,18.45723145202178,18.560159722507414,272186,221948,40518272,32998016,2.2635512351989746,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.2, ""block2.conv1"": 0.2, ""block3.conv1"": 0.2, ""block4.conv1"": 0.2, ""block5.conv1"": 0.2, ""block6.conv1"": 0.2, ""block7.conv1"": 0.2, ""block8.conv1"": 0.2, ""block9.conv1"": 0.2}","[13, 13, 13, 26, 26, 26, 52, 52, 52]",ok,42,FashionMNIST,ResNet20,92.01,92.84,0.8299999999999983,230.91220430749635,2.492027499101823,2.64869400052703,0.9408514153035293,
Uniform-Magnitude,0.3,92.01,34.32,28.692144342471693,27.248861945543975,272186,194090,40518272,29477504,2.1798312664031982,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.3, ""block2.conv1"": 0.3, ""block3.conv1"": 0.3, ""block4.conv1"": 0.3, ""block5.conv1"": 0.3, ""block6.conv1"": 0.3, ""block7.conv1"": 0.3, ""block8.conv1"": 0.3, ""block9.conv1"": 0.3}","[12, 12, 12, 23, 23, 23, 45, 45, 45]",ok,42,FashionMNIST,ResNet20,92.01,92.72,0.7099999999999937,203.54003278016802,2.492027499101823,2.69429800027865,0.9249264553676292,
Uniform-Magnitude,0.4,92.01,19.73,38.080577252320104,37.620715908121646,272186,168536,40518272,25275008,2.0671803951263428,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.4, ""block2.conv1"": 0.4, ""block3.conv1"": 0.4, ""block4.conv1"": 0.4, ""block5.conv1"": 0.4, ""block6.conv1"": 0.4, ""block7.conv1"": 0.4, ""block8.conv1"": 0.4, ""block9.conv1"": 0.4}","[10, 10, 10, 20, 20, 20, 39, 39, 39]",ok,42,FashionMNIST,ResNet20,92.01,92.4,0.39000000000000057,190.83219122045344,2.492027499101823,2.5909899995895103,0.9618051399259103,
Uniform-Magnitude,0.5,92.01,15.27,49.21928387205808,49.49375926001978,272186,138218,40518272,20464256,2.1545164585113525,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.5, ""block2.conv1"": 0.5, ""block3.conv1"": 0.5, ""block4.conv1"": 0.5, ""block5.conv1"": 0.5, ""block6.conv1"": 0.5, ""block7.conv1"": 0.5, ""block8.conv1"": 0.5, ""block9.conv1"": 0.5}","[8, 8, 8, 16, 16, 16, 32, 32, 32]",ok,42,FashionMNIST,ResNet20,92.01,92.34,0.3299999999999983,156.58496820136153,2.492027499101823,2.4943490006990032,0.9990692955971561,
Adaptive-Magnitude,0.1,92.01,85.33,8.696993967360555,7.551437534157429,272186,248514,40518272,37458560,3.530402660369873,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.07111525287230809, 0.025196488325794537, 0.011968659237027168, 0.019494649954140186, 0.026000747457146645, 0.01714168271670739, 0.015201156648496786, 0.006796090863645077, 0.0010501318611204624]","{""block1.conv1"": 0.07433520843572286, ""block2.conv1"": 0.09090683650954062, ""block3.conv1"": 0.09568062922909504, ""block4.conv1"": 0.09296457359731365, ""block5.conv1"": 0.09061658734165984, ""block6.conv1"": 0.09381373620684155, ""block7.conv1"": 0.0945140528766718, ""block8.conv1"": 0.0975473580079857, ""block9.conv1"": 0.09962101779516898}","[15, 15, 15, 30, 30, 29, 58, 58, 58]",ok,42,FashionMNIST,ResNet20,92.01,92.63,0.6199999999999903,83.9370479891855,2.492027499101823,2.677162498002872,0.9308465589820727,
Adaptive-Magnitude,0.2,92.01,67.9,17.925242297546532,16.012686819418164,272186,223396,40518272,34030208,3.4359402656555176,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.07837853829065959, 0.028824780136346817, 0.017310074840982754, 0.010678634978830814, 0.020794490973154705, 0.012543101018915573, 0.017186078242957592, 0.006732849248995383, 0.0010586150844270985]","{""block1.conv1"": 0.14329411272921405, ""block2.conv1"": 0.17914563388570287, ""block3.conv1"": 0.1874763784323009, ""block4.conv1"": 0.19227414181839095, ""block5.conv1"": 0.18495544715819728, ""block6.conv1"": 0.19092522407387802, ""block7.conv1"": 0.18756608841239136, ""block8.conv1"": 0.1951288681971985, ""block9.conv1"": 0.19923410529272617}","[14, 14, 14, 26, 27, 26, 52, 52, 52]",ok,42,FashionMNIST,ResNet20,92.01,92.61,0.5999999999999943,137.85029842180768,2.492027499101823,2.618160498968791,0.951823809152782,
Adaptive-Magnitude,0.3,92.01,36.57,27.6840101989081,25.929634906444186,272186,196834,40518272,30012032,3.502002000808716,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.09912773221731186, 0.020816133668025334, 0.015683528035879135, 0.01957559088865916, 0.01568735670298338, 0.014853585511446, 0.015387786241869131, 0.006906309941162665, 0.0007882549737890562]","{""block1.conv1"": 0.20031511384989586, ""block2.conv1"": 0.27906686788482726, ""block3.conv1"": 0.28422832166420187, ""block4.conv1"": 0.2803143832164032, ""block5.conv1"": 0.28422447147782254, ""block6.conv1"": 0.2850629289351306, ""block7.conv1"": 0.2845257256943988, ""block8.conv1"": 0.29305487268998676, ""block9.conv1"": 0.2992073145873331}","[13, 12, 12, 24, 23, 23, 46, 46, 45]",ok,42,FashionMNIST,ResNet20,92.01,92.65,0.6400000000000006,202.57180804756345,2.492027499101823,2.698714000871405,0.9234129656929769,
Adaptive-Magnitude,0.4,92.01,20.44,36.80644853151889,34.75480889214624,272186,172004,40518272,26436224,3.3977603912353516,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.08911758909622829, 0.02344313884774844, 0.01687533004830281, 0.017933415559430916, 0.01946069486439228, 0.01078418300797542, 0.01439827432235082, 0.010914985711375872, 0.0009910983305114012]","{""block1.conv1"": 0.2776329794708537, ""block2.conv1"": 0.3678103157665935, ""block3.conv1"": 0.37682854889367534, ""block4.conv1"": 0.3753756957277083, ""block5.conv1"": 0.37327859435906435, ""block6.conv1"": 0.38519227958352786, ""block7.conv1"": 0.38022978463112456, ""block8.conv1"": 0.38501267489207924, ""block9.conv1"": 0.39863912667537343}","[12, 11, 10, 20, 21, 20, 40, 40, 39]",ok,42,FashionMNIST,ResNet20,92.01,92.71,0.6999999999999886,196.3514625381805,2.492027499101823,2.5417870019737165,0.9804234175274109,
Adaptive-Magnitude,0.5,92.01,15.34,45.82234207490466,43.39802052762764,272186,147464,40518272,22934144,3.4254422187805176,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.0870041052500407, 0.02543731282154719, 0.013935600407421589, 0.022459010283152264, 0.019631095230579376, 0.012594050727784634, 0.01758355212708314, 0.010191858901331821, 0.0010372025814528267]","{""block1.conv1"": 0.35490595524212815, ""block2.conv1"": 0.4575789832624268, ""block3.conv1"": 0.47676003191537564, ""block4.conv1"": 0.4625458059263281, ""block5.conv1"": 0.4672618320498113, ""block6.conv1"": 0.4789972926595985, ""block7.conv1"": 0.47067645610517694, ""block8.conv1"": 0.4830033533780285, ""block9.conv1"": 0.498270289461126}","[11, 9, 9, 18, 18, 17, 34, 34, 33]",ok,42,FashionMNIST,ResNet20,92.01,92.63,0.6199999999999903,168.67317666490274,2.492027499101823,2.6255720003973693,0.9491369875686766,
Adaptive-Correlation,0.1,92.01,71.31,8.856443755373164,7.82438105948842,272186,248080,40518272,37347968,4.498796224594116,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.056960634887218475, 0.02547134707371394, 0.012770484201610088, 0.01371382363140583, 0.023404387136300404, 0.012550958742698034, 0.014426946950455507, 0.00850964275499185, 0.0010864407910654943]","{""block1.conv1"": 0.07639212337170725, ""block2.conv1"": 0.08944315806059254, ""block3.conv1"": 0.09470715141935993, ""block4.conv1"": 0.09431617542477494, ""block5.conv1"": 0.09029982925631742, ""block6.conv1"": 0.09479813583273639, ""block7.conv1"": 0.0940206146858503, ""block8.conv1"": 0.09647309766282518, ""block9.conv1"": 0.09954971428583613}","[15, 15, 15, 29, 30, 29, 58, 58, 58]",ok,42,FashionMNIST,ResNet20,92.01,92.27,0.2599999999999909,236.6638413672944,2.492027499101823,2.7485529990372015,0.9066688908581215,
Adaptive-Correlation,0.2,92.01,55.03,18.031787086771544,16.740536220300807,272186,223106,40518272,33735296,4.455738544464111,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.07370938484867413, 0.03222023695707321, 0.017251853831112385, 0.016630878672003746, 0.01933471579104662, 0.016437179719408352, 0.012031109693149725, 0.009144082044561705, 0.0009703885104196767]","{""block1.conv1"": 0.14781104158490274, ""block2.conv1"": 0.17718688590157838, ""block3.conv1"": 0.18778505228304784, ""block4.conv1"": 0.18822472555968775, ""block5.conv1"": 0.18631030932549145, ""block6.conv1"": 0.18836187155002268, ""block7.conv1"": 0.19148153135788165, ""block8.conv1"": 0.19352565323197848, ""block9.conv1"": 0.19931292920540916}","[14, 14, 13, 26, 27, 26, 52, 52, 52]",ok,42,FashionMNIST,ResNet20,92.01,92.72,0.7099999999999937,209.01977057864713,2.492027499101823,2.600054000140517,0.95845220867226,
