method,target_prune_rate,base_accuracy,pruned_accuracy,parameter_reduction_pct,mac_reduction_pct,params_before,params_after,macs_before,macs_after,pruning_time_sec,layer_names,layer_sensitivities,layer_pruning_rates,retained_channels,status,seed,dataset,architecture,baseline_training_accuracy,final_accuracy,accuracy_change,recovery_efficiency_eta,baseline_latency_ms,pruned_latency_ms,speedup,error
Uniform-Magnitude,0.4,47.68,3.4,37.24076975036289,37.343602029489055,278324,174674,40818944,25575680,2.139557123184204,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.4, ""block2.conv1"": 0.4, ""block3.conv1"": 0.4, ""block4.conv1"": 0.4, ""block5.conv1"": 0.4, ""block6.conv1"": 0.4, ""block7.conv1"": 0.4, ""block8.conv1"": 0.4, ""block9.conv1"": 0.4}","[10, 10, 10, 20, 20, 20, 39, 39, 39]",ok,42,CIFAR100,ResNet20,47.68,52.12,4.439999999999998,130.82436353111433,2.8633150013774866,2.5767444994926336,1.111214170415918,
Uniform-Magnitude,0.5,47.68,2.03,48.133829637401014,49.12918864339068,278324,144356,40818944,20764928,2.0778472423553467,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.5, ""block2.conv1"": 0.5, ""block3.conv1"": 0.5, ""block4.conv1"": 0.5, ""block5.conv1"": 0.5, ""block6.conv1"": 0.5, ""block7.conv1"": 0.5, ""block8.conv1"": 0.5, ""block9.conv1"": 0.5}","[8, 8, 8, 16, 16, 16, 32, 32, 32]",ok,42,CIFAR100,ResNet20,47.68,50.83,3.1499999999999986,101.38399617819181,2.8633150013774866,2.4437190004391596,1.1717038664686577,
Adaptive-Magnitude,0.1,47.68,34.53,8.712867018295224,7.857057742601082,278324,254074,40818944,37611776,3.753211498260498,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.11996499697367351, 0.044124710063139595, 0.023655394713083904, 0.02809132697681586, 0.021911180888613064, 0.013434222588936487, 0.020691764851411183, 0.010029814206063747, 0.0031457194903244576]","{""block1.conv1"": 0.07053999159372493, ""block2.conv1"": 0.08916421987932188, ""block3.conv1"": 0.09419090447479327, ""block4.conv1"": 0.0931015650418261, ""block5.conv1"": 0.09461923403114318, ""block6.conv1"": 0.09670093510285595, ""block7.conv1"": 0.09491868810202185, ""block8.conv1"": 0.09753696146144314, ""block9.conv1"": 0.09922750031286977}","[15, 15, 15, 30, 29, 29, 58, 58, 58]",ok,42,CIFAR100,ResNet20,47.68,54.59,6.910000000000004,230.23420371134026,2.8633150013774866,2.7213280000069062,1.0521756294611382,
Adaptive-Magnitude,0.2,47.68,17.72,17.685862519940788,16.707536579094256,278324,229100,40818944,33999104,3.882005453109741,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12639948477347693, 0.045506966610749565, 0.022754575436313946, 0.03012992503742377, 0.020357211120426655, 0.01330589751402537, 0.02031274450321992, 0.010993747351070246, 0.0031153617116312184]","{""block1.conv1"": 0.13957875325738828, ""block2.conv1"": 0.1782468444153591, ""block3.conv1"": 0.18912290014927824, ""block4.conv1"": 0.18559734924327334, ""block5.conv1"": 0.19026888378300702, ""block6.conv1"": 0.19363953960518415, ""block7.conv1"": 0.1902901396327035, ""block8.conv1"": 0.19474478932793615, ""block9.conv1"": 0.19851080058587034}","[14, 14, 13, 27, 26, 26, 52, 52, 52]",ok,42,CIFAR100,ResNet20,47.68,54.59,6.910000000000004,208.4715967820576,2.8633150013774866,2.623602501444111,1.0913676899612004,
Adaptive-Magnitude,0.3,47.68,10.99,27.073482703611617,25.73863743265872,278324,202972,40818944,30312704,3.806091547012329,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.13151524464289346, 0.04444908102353414, 0.021678691109021504, 0.0298955583324035, 0.020442739749948185, 0.014444093530376753, 0.01890300897260507, 0.011617188652356466, 0.0030440378468483686]","{""block1.conv1"": 0.20669200106179422, ""block2.conv1"": 0.26846407565746594, ""block3.conv1"": 0.28461930940040586, ""block4.conv1"": 0.27878957125684284, ""block5.conv1"": 0.2854961974631794, ""block6.conv1"": 0.2897521426701877, ""block7.conv1"": 0.28658861224845816, ""block8.conv1"": 0.2917577872482969, ""block9.conv1"": 0.2978403029933691}","[13, 12, 12, 24, 23, 23, 46, 46, 45]",ok,42,CIFAR100,ResNet20,47.68,52.8,5.119999999999997,154.43155377428602,2.8633150013774866,2.709874500396836,1.0566227332513667,
Adaptive-Magnitude,0.4,47.68,5.32,36.04647820525718,34.589116269151894,278324,177998,40818944,26700032,3.887946605682373,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12859634310007095, 0.04247231657306353, 0.022815410668651264, 0.028593201811114948, 0.020691754917303722, 0.012705416729052862, 0.019635949283838272, 0.011378916290899118, 0.00307731912471354]","{""block1.conv1"": 0.2758237240800961, ""block2.conv1"": 0.35898752659218247, ""block3.conv1"": 0.3779687924079484, ""block4.conv1"": 0.3723895934212724, ""block5.conv1"": 0.38001945462882514, ""block6.conv1"": 0.38773128927782585, ""block7.conv1"": 0.381038970491395, ""block8.conv1"": 0.38901219572077084, ""block9.conv1"": 0.39702845337968395}","[12, 11, 10, 21, 20, 20, 40, 40, 39]",ok,42,CIFAR100,ResNet20,47.68,52.86,5.18,131.88528357554372,2.8633150013774866,2.4820164990160265,1.1536244833636773,
Adaptive-Magnitude,0.5,47.68,2.0,45.434098388928014,43.620217122716355,278324,151870,40818944,23013632,3.8684825897216797,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.114177572230498, 0.04410964995622635, 0.0228367963184913, 0.028980289896329243, 0.020719181125362713, 0.01273985238124927, 0.020356925204396248, 0.010532191644112269, 0.003041596927990516]","{""block1.conv1"": 0.35598916639105505, ""block2.conv1"": 0.4443650155078515, ""block3.conv1"": 0.47119621646758786, ""block4.conv1"": 0.463447500024138, ""block5.conv1"": 0.47386713969066857, ""block6.conv1"": 0.48393137351199916, ""block7.conv1"": 0.47432404883787693, ""block8.conv1"": 0.4867158701243375, ""block9.conv1"": 0.49616366944448553}","[11, 9, 9, 18, 17, 17, 34, 33, 33]",ok,42,CIFAR100,ResNet20,47.68,51.07,3.3900000000000006,108.00258339000743,2.8633150013774866,2.5904635003826115,1.1053292204096197,
Adaptive-Correlation,0.1,47.68,11.55,8.712867018295224,7.857057742601082,278324,254074,40818944,37611776,5.430639743804932,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.11542293677727382, 0.046762303759654365, 0.025325207660595577, 0.030311205113927524, 0.020863883818189304, 0.0134204076603055, 0.017789848148822784, 0.011914911059041819, 0.003114502333725492]","{""block1.conv1"": 0.07164306493470494, ""block2.conv1"": 0.08851150691326709, ""block3.conv1"": 0.09377814073010123, ""block4.conv1"": 0.09255318830757979, ""block5.conv1"": 0.09487419212193582, ""block6.conv1"": 0.09670289424962888, ""block7.conv1"": 0.09562941662322222, ""block8.conv1"": 0.09707276241062912, ""block9.conv1"": 0.09923483370893096}","[15, 15, 15, 30, 29, 29, 58, 58, 58]",ok,42,CIFAR100,ResNet20,47.68,53.88,6.200000000000003,485.83319257731955,2.8633150013774866,2.7528455002538976,1.0401292048948625,
Adaptive-Correlation,0.2,47.68,7.89,17.685862519940788,16.707536579094256,278324,229100,40818944,33999104,5.534594297409058,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.1293684889872869, 0.045324623584747314, 0.02232095164557298, 0.02985757775604725, 0.020674918467799824, 0.01435092898706595, 0.02208701117585103, 0.010854450985789299, 0.003011835739016533]","{""block1.conv1"": 0.1391924103319435, ""block2.conv1"": 0.17869588541711057, ""block3.conv1"": 0.1895083935872675, ""block4.conv1"": 0.18596592299342518, ""block5.conv1"": 0.19028208516268563, ""block6.conv1"": 0.1932545752985746, ""block7.conv1"": 0.1896183535643915, ""block8.conv1"": 0.19489803887497853, ""block9.conv1"": 0.19858433476962306}","[14, 14, 13, 27, 26, 26, 52, 52, 52]",ok,42,CIFAR100,ResNet20,47.68,53.65,5.969999999999999,258.7377344384853,2.8633150013774866,2.6572835004117223,1.077534632994124,
Adaptive-Correlation,0.3,47.68,7.74,27.073482703611617,25.73863743265872,278324,202972,40818944,30312704,5.548133134841919,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.1338548238078753, 0.04485550646980604, 0.02094562103350957, 0.02960787961880366, 0.022158164530992508, 0.014708130930860838, 0.020273203651110332, 0.010212124635775885, 0.0033062811320026717]","{""block1.conv1"": 0.2062771728642165, ""block2.conv1"": 0.2685929519806345, ""block3.conv1"": 0.28533423926363005, ""block4.conv1"": 0.2792690759702979, ""block5.conv1"": 0.28448523732723124, ""block6.conv1"": 0.28970162170096975, ""block7.conv1"": 0.28580505425782227, ""block8.conv1"": 0.29284964736645086, ""block9.conv1"": 0.29768499926874686}","[13, 12, 12, 24, 23, 23, 46, 46, 45]",ok,42,CIFAR100,ResNet20,47.68,52.76,5.079999999999998,166.28817390381144,2.8633150013774866,2.7652885000861716,1.0354489237879738,
Adaptive-Correlation,0.4,47.68,4.35,36.04647820525718,34.589116269151894,278324,177998,40818944,26700032,5.426969051361084,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12023391326268514, 0.04471266890565554, 0.024967156971494358, 0.03167826682329178, 0.019548583154877026, 0.014007363468408585, 0.019513575360178947, 0.011389989095429579, 0.0030928520330538354]","{""block1.conv1"": 0.2835685584289875, ""block2.conv1"": 0.35670139683635715, ""block3.conv1"": 0.37582244477255133, ""block4.conv1"": 0.369323577910595, ""block5.conv1"": 0.3810696528489394, ""block6.conv1"": 0.38643562804387155, ""block7.conv1"": 0.3811035535005302, ""block8.conv1"": 0.38897022633737605, ""block9.conv1"": 0.39700496132079194}","[12, 11, 10, 21, 20, 20, 40, 40, 39]",ok,42,CIFAR100,ResNet20,47.68,51.71,4.030000000000001,131.38592827382735,2.8633150013774866,2.502929500224127,1.1439854782650045,
Adaptive-Correlation,0.5,47.68,3.24,45.434098388928014,43.620217122716355,278324,151870,40818944,23013632,5.2987236976623535,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.11685945590337117, 0.044354457408189774, 0.02289353497326374, 0.033644680554668106, 0.022061608731746674, 0.013246937654912472, 0.020474847095708053, 0.010743163215617338, 0.0031650985280672708]","{""block1.conv1"": 0.3577084917694603, ""block2.conv1"": 0.4459927089975738, ""block3.conv1"": 0.4721241589318376, ""block4.conv1"": 0.4590332480752178, ""block5.conv1"": 0.4731371367754099, ""block6.conv1"": 0.48387013935858103, ""block7.conv1"": 0.47506922438140553, ""block8.conv1"": 0.48691880870657944, ""block9.conv1"": 0.49614608300393465}","[11, 9, 9, 18, 17, 17, 34, 33, 33]",ok,42,CIFAR100,ResNet20,47.68,51.25,3.5700000000000003,105.66953390165592,2.8633150013774866,2.638283999658597,1.085294457210827,
E-HRAP,0.1,47.68,31.64,8.712867018295224,7.857057742601082,278324,254074,40818944,37611776,5.473389387130737,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.11491423100233078, 0.042496539652347565, 0.019930442174275715, 0.03148010621468226, 0.021969753007094067, 0.013068906652430693, 0.019232887774705887, 0.011245145462453365, 0.003260171739384532]","{""block1.conv1"": 0.07102287895570533, ""block2.conv1"": 0.08928394366190584, ""block3.conv1"": 0.09497427924885483, ""block4.conv1"": 0.09206188093229639, ""block5.conv1"": 0.09446004044366874, ""block6.conv1"": 0.09670450485826781, ""block7.conv1"": 0.09515017668205356, ""block8.conv1"": 0.09716439001171576, ""block9.conv1"": 0.09917790520553178}","[15, 15, 15, 30, 29, 29, 58, 58, 58]",ok,42,CIFAR100,ResNet20,47.68,54.9,7.219999999999999,266.96149443298964,2.8633150013774866,2.751451500444091,1.040656177626733,
E-HRAP,0.2,47.68,17.15,17.685862519940788,16.707536579094256,278324,229100,40818944,33999104,5.2863450050354,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.11178516844908397, 0.04840568949778875, 0.022406998400886852, 0.027812955901026726, 0.021334802110989887, 0.014549391654630503, 0.019103971620400746, 0.010645391729970774, 0.0033297950867563486]","{""block1.conv1"": 0.1439822089003986, ""block2.conv1"": 0.17574293763707685, ""block3.conv1"": 0.1887714034607221, ""block4.conv1"": 0.1860623696762081, ""block5.conv1"": 0.18930870253732163, ""block6.conv1"": 0.1927090078796401, ""block7.conv1"": 0.19042661646216724, ""block8.conv1"": 0.19466538058334149, ""block9.conv1"": 0.19833137286312402}","[14, 14, 13, 27, 26, 26, 52, 52, 52]",ok,42,CIFAR100,ResNet20,47.68,53.68,6.0,206.54915732163172,2.8633150013774866,2.63940900003945,1.0848318700643553,
E-HRAP,0.3,47.68,6.67,27.073482703611617,25.73863743265872,278324,202972,40818944,30312704,5.3673670291900635,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12373215208450954, 0.04652882988254229, 0.02413949805001418, 0.030348213389515877, 0.020237643271684647, 0.013843974098563194, 0.01871535399307807, 0.011568848043680191, 0.003345452481880784]","{""block1.conv1"": 0.21115449968854397, ""block2.conv1"": 0.26659011340077843, ""block3.conv1"": 0.28266670590150167, ""block4.conv1"": 0.2782085564929899, ""block5.conv1"": 0.2854684210101709, ""block6.conv1"": 0.2900593759636088, ""block7.conv1"": 0.28656149625616023, ""block8.conv1"": 0.2916930233964899, ""block9.conv1"": 0.29759780788975615}","[13, 12, 12, 24, 23, 23, 46, 46, 45]",ok,42,CIFAR100,ResNet20,47.68,53.11,5.43,171.5331585093959,2.8633150013774866,2.7245744995525456,1.0509218969228868,
E-HRAP,0.4,47.68,5.25,36.04647820525718,34.589116269151894,278324,177998,40818944,26700032,5.480983734130859,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12090212106704712, 0.046792518347501755, 0.022424864893158276, 0.029417956868807476, 0.020028611024220783, 0.014449532143771648, 0.020686109239856403, 0.010980835184454918, 0.0029403069832672677]","{""block1.conv1"": 0.2827099336587153, ""block2.conv1"": 0.3546054483344367, ""block3.conv1"": 0.37824509720921873, ""block4.conv1"": 0.3714609298636372, ""block5.conv1"": 0.3805697609353611, ""block6.conv1"": 0.3859821600416452, ""block7.conv1"": 0.3799319060437301, ""block8.conv1"": 0.389347226699578, ""block9.conv1"": 0.3971475372136779}","[12, 11, 10, 21, 20, 20, 40, 40, 39]",ok,42,CIFAR100,ResNet20,47.68,51.51,3.8299999999999983,128.33431254111596,2.8633150013774866,3.114537999863387,0.9193385990163164,
E-HRAP,0.5,47.68,2.82,45.434098388928014,43.620217122716355,278324,151870,40818944,23013632,5.434312343597412,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.12318094571431477, 0.04682777325312296, 0.022788023576140404, 0.03101796656847, 0.02121715930600961, 0.013962058040002981, 0.020978592957059543, 0.0108002961302797, 0.0032412074506282806]","{""block1.conv1"": 0.3533630111901412, ""block2.conv1"": 0.44425530975842453, ""block3.conv1"": 0.4728726944028895, ""block4.conv1"": 0.46307561051565505, ""block5.conv1"": 0.4747426817216685, ""block6.conv1"": 0.4833792950955028, ""block7.conv1"": 0.4750266757342046, ""block8.conv1"": 0.4871431178449303, ""block9.conv1"": 0.4961416037365836}","[11, 9, 9, 18, 17, 17, 34, 33, 33]",ok,42,CIFAR100,ResNet20,47.68,50.78,3.1000000000000014,105.55948439748842,2.8633150013774866,2.6461734996701125,1.0820586789696307,
Uniform-Magnitude,0.1,56.53,51.7,18.797228798175478,18.489568500643283,9274532,7531177,152815616,124560668,2.1853444576263428,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""features.conv1"": 0.1, ""features.conv2"": 0.1, ""features.conv3"": 0.1, ""features.conv4"": 0.1, ""features.conv5"": 0.1, ""features.conv6"": 0.1, ""features.conv7"": 0.1, ""features.conv8"": 0.1}","[58, 116, 231, 231, 461, 461, 461, 461]",ok,42,CIFAR100,VGG11BN,56.53,63.11,6.579999999999998,60.70043687028745,1.2150870006735204,1.3996754996696836,0.8681205043313788,
Uniform-Magnitude,0.2,56.53,40.68,35.753868766639656,35.47756271191552,9274532,5958528,152815616,98600360,2.313093900680542,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""features.conv1"": 0.2, ""features.conv2"": 0.2, ""features.conv3"": 0.2, ""features.conv4"": 0.2, ""features.conv5"": 0.2, ""features.conv6"": 0.2, ""features.conv7"": 0.2, ""features.conv8"": 0.2}","[52, 103, 205, 205, 410, 410, 410, 410]",ok,42,CIFAR100,VGG11BN,56.53,63.49,6.960000000000001,63.797291836801165,1.2150870006735204,1.395556999341352,0.8706824595820835,
Uniform-Magnitude,0.3,56.53,23.22,50.65741322581021,50.43148208099361,9274532,4576294,152815616,75748436,2.1849822998046875,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""features.conv1"": 0.3, ""features.conv2"": 0.3, ""features.conv3"": 0.3, ""features.conv4"": 0.3, ""features.conv5"": 0.3, ""features.conv6"": 0.3, ""features.conv7"": 0.3, ""features.conv8"": 0.3}","[45, 90, 180, 180, 359, 359, 359, 359]",ok,42,CIFAR100,VGG11BN,56.53,62.79,6.259999999999998,78.11295026773867,1.2150870006735204,1.319330500336946,0.9209875769287509,
Uniform-Magnitude,0.4,56.53,10.51,63.656667527806256,63.45959826514065,9274532,3370674,152815616,55839440,2.125978708267212,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""features.conv1"": 0.4, ""features.conv2"": 0.4, ""features.conv3"": 0.4, ""features.conv4"": 0.4, ""features.conv5"": 0.4, ""features.conv6"": 0.4, ""features.conv7"": 0.4, ""features.conv8"": 0.4}","[39, 77, 154, 154, 308, 308, 308, 308]",ok,42,CIFAR100,VGG11BN,56.53,62.08,5.549999999999997,81.01272341577321,1.2150870006735204,1.7001229998641065,0.7147053482428296,
Uniform-Magnitude,0.5,56.53,4.35,74.84168473406528,74.70214562365145,9274532,2333316,152815616,38659072,2.155508518218994,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""features.conv1"": 0.5, ""features.conv2"": 0.5, ""features.conv3"": 0.5, ""features.conv4"": 0.5, ""features.conv5"": 0.5, ""features.conv6"": 0.5, ""features.conv7"": 0.5, ""features.conv8"": 0.5}","[32, 64, 128, 128, 256, 256, 256, 256]",ok,42,CIFAR100,VGG11BN,56.53,61.33,4.799999999999997,76.13404241562286,1.2150870006735204,1.2244654999449267,0.9923407402888622,
Adaptive-Magnitude,0.1,56.53,52.21,18.166091830833082,17.36568336052776,9274532,7589712,152815616,126278140,3.853872060775757,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.4292444090048472, 0.04587242131431898, 0.037233429650465645, 0.044032592326402664, 0.02765858607987563, 0.02641540641585986, 0.017446328575412434, 0.03427297870318095]","{""features.conv1"": 0.05462369259842135, ""features.conv2"": 0.09515073220024223, ""features.conv3"": 0.09606397773857667, ""features.conv4"": 0.09534522429838177, ""features.conv5"": 0.0970761541025936, ""features.conv6"": 0.09720757317621777, ""features.conv7"": 0.09815571280170612, ""features.conv8"": 0.09637693308386054}","[61, 116, 232, 232, 463, 463, 462, 463]",ok,42,CIFAR100,VGG11BN,56.53,62.96,6.43,59.17618439952042,1.2150870006735204,1.3550194998970255,0.8967302690225939,
Adaptive-Magnitude,0.2,56.53,43.72,34.69345946512449,33.466218530964795,9274532,6056876,152815616,101674008,3.839151382446289,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.40855685869852704, 0.047236379235982895, 0.032652005553245544, 0.0409734770655632, 0.026099160313606262, 0.02795153483748436, 0.018217038363218307, 0.03289396067460378]","{""features.conv1"": 0.1098649140613207, ""features.conv2"": 0.18957879420888862, ""features.conv3"": 0.19279637273502803, ""features.conv4"": 0.19096050452248997, ""features.conv5"": 0.19424204977175497, ""features.conv6"": 0.19383338220604024, ""features.conv7"": 0.19598098946705356, ""features.conv8"": 0.19274299302742404}","[57, 104, 207, 208, 413, 413, 412, 414]",ok,42,CIFAR100,VGG11BN,56.53,63.02,6.490000000000002,55.6300821467553,1.2150870006735204,1.3550599996960955,0.8967034677032992,
Adaptive-Magnitude,0.3,56.53,29.16,49.437944685510814,47.76761558190493,9274532,4689394,152815616,79819240,3.794387102127075,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.4715314606825511, 0.04402637109160423, 0.03519056489070257, 0.043036386370658875, 0.025169959912697475, 0.02421598881483078, 0.020251933795710404, 0.03296020316580931]","{""features.conv1"": 0.15780579737020922, ""features.conv2"": 0.28672348453061425, ""features.conv3"": 0.2893879947957616, ""features.conv4"": 0.2870220225916945, ""features.conv5"": 0.2924097909080571, ""features.conv6"": 0.29269746876394537, ""features.conv7"": 0.29389286226284045, ""features.conv8"": 0.29006057877687735}","[54, 92, 182, 183, 363, 363, 362, 364]",ok,42,CIFAR100,VGG11BN,56.53,62.52,5.990000000000002,67.47853336584417,1.2150870006735204,1.3409985003818292,0.9061061591996878,
Adaptive-Magnitude,0.4,56.53,14.75,62.09898246078616,60.19195577499095,9274532,3515142,152815616,60832908,3.846792221069336,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.39685362577438354, 0.04667101055383682, 0.03091469096640746, 0.04347422284384569, 0.02809407686193784, 0.0255885465691487, 0.01950524654239416, 0.03309634514153004]","{""features.conv1"": 0.22198107490547905, ""features.conv2"": 0.3790645149942703, ""features.conv3"": 0.38613241835769974, ""features.conv4"": 0.3804985165377299, ""features.conv5"": 0.38739767753229926, ""features.conv6"": 0.3885215977400175, ""features.conv7"": 0.3912504188001178, ""features.conv8"": 0.38515378113238663}","[50, 80, 158, 159, 314, 314, 312, 315]",ok,42,CIFAR100,VGG11BN,56.53,62.25,5.719999999999999,76.49078635063783,1.2150870006735204,1.337282500571746,0.9086240193482068,
Adaptive-Magnitude,0.5,56.53,5.56,73.07906210254059,71.01488371450206,9274532,2496791,152815616,44293784,3.718479871749878,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.43451793988545734, 0.04813559974233309, 0.036733884985248245, 0.03885959026714166, 0.02669798086086909, 0.02629619340101878, 0.018940463351706665, 0.03610869186619917]","{""features.conv1"": 0.2717492377801205, ""features.conv2"": 0.47471453690958115, ""features.conv3"": 0.4807038180071678, ""features.conv4"": 0.47958719241749737, ""features.conv5"": 0.48597564353077916, ""features.conv6"": 0.48618670108569945, ""features.conv7"": 0.49005064049147345, ""features.conv8"": 0.4810322297776811}","[47, 68, 133, 134, 264, 264, 262, 266]",ok,42,CIFAR100,VGG11BN,56.53,62.22,5.689999999999998,77.53246739879852,1.2150870006735204,1.2354304999462329,0.9835332709742897,
Adaptive-Correlation,0.1,56.53,40.28,18.166091830833082,17.36568336052776,9274532,7589712,152815616,126278140,5.037385940551758,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.3916083574295044, 0.04652172823746999, 0.03569325742622217, 0.04034049560626348, 0.02514432556927204, 0.02749775784711043, 0.01863753826667865, 0.031920225049058594]","{""features.conv1"": 0.05559734777580573, ""features.conv2"": 0.0947251173765649, ""features.conv3"": 0.09595290737243656, ""features.conv4"": 0.09542597862641632, ""features.conv5"": 0.09714900174502716, ""features.conv6"": 0.09688215699316338, ""features.conv7"": 0.0978867761265299, ""features.conv8"": 0.09638071398405612}","[61, 116, 232, 232, 463, 463, 462, 463]",ok,42,CIFAR100,VGG11BN,56.53,63.01,6.479999999999997,125.12322524661386,1.2150870006735204,1.3333240003703395,0.911321629503423,
